district,club_id,club_name,club_base,members,country
3142,8825217,New Kalyan,Community,12,India
3142,216273,NMIMS Sunrise,University,226,India
3142,8824627,NRI Complex,Community,1,India
3142,89153,Saraswati College,University,31,India
3142,8827868,Shivajirao S. Jondhale College of Engineering,University,21,India
3142,8828377,SIES Graduate School of Technology,University,27,India
3142,42507,"S.I.E.S. (Nerul) College of Arts, Science, & Commerce",University,23,India
3142,214443,Singhania School,University,6,India
3142,8825257,S. K. College Millennium City,University,39,India
3142,213296,Smart City Navi Mumbai,Community,16,India
3142,218632,Thane,Community,13,India
3142,217109,Thane Creekside,Community,7,India
3142,91652,Thane Downtown,Community,31,India
3142,215136,Thane East,Community,10,India
3142,8824182,Thane Greenspans,Community,8,India
3142,7391,Thane Hills,Community,26,India
3142,7399,Thane North,Community,29,India
3142,90376,Thane North End,Community,11,India
3142,8827232,Thane Royales,Community,11,India
3142,89852,Thane Suburban,Community,28,India
3142,8825626,Thane Titans,Community,14,India
3142,8826653,Tilak College Navi Mumbai,University,15,India
3142,90266,Ulhasnagar Sapna Garden,Community,24,India
3150,218646,Apollo Medical College,University,57,India
3150,8825385,BBCIT (Bankatlal Badruka College of Information Technology),University,46,India
3150,84602,Bhagyanagar,Community,18,India
3150,8825322,BVRIT Hyderabad College of Engineering for Women,University,108,India
3150,8827769,Falcon,Community,24,India
3150,91376,G. Narayanamma Institute of Technology & Science(Women),University,30,India
3150,8828378,Gokaraju Rangaraju Institute of Engineering and Technology Hyderabad,University,23,India
3150,8828181,Government Polytechnic Mahabubnagar,University,26,India
3150,8826963,Government Vocational Junior College,University,20,India
3150,8827887,Guntur Aadarsh Abhyudaya,University,8,India
3150,7675,Guntur (Main),Community,4,India
3150,8824520,Hyderabad Corporates,Community,14,India
3150,77962,Hyderabad East,Community,67,India
3150,8828575,Hyderabad Emerald,Community,17,India
3150,212682,Hyderabad Himayat Nagar,Community,19,India
3150,8826412,Hyderabad Medicos,Community,61,India
3150,8824640,Hyderabad Mega City,Community,22,India
3150,8824791,Hyderabad North,Community,9,India
3150,8828015,Hyderabad Royals,Community,12,India
3150,8825105,Hyderabad The Legends,Community,38,India
3150,8828166,Hyderabad Trailblazers,Community,20,India
3150,8823946,Hyderabad Utsav,Community,8,India
3150,8826524,Hyderabad Visionaries,Community,30,India
3150,57139,In Bhadra Sarapaka,Community,31,India
3150,214391,Institute of Hotel Management,University,12,India
3150,8828153,Kanoon Bhagyanagar,Community,15,India
3150,8823651,Keshav Memorial Institute of Technology,University,78,India
3150,8828406,KGBV Pothavaram,University,20,India
3150,8827969,KKR & KSR Institute of Technology and Sciences,University,16,India
3150,8828323,Kokapet Aureum,Community,14,India
3150,8826951,Mahindra University,University,16,India
3150,8827968,Malineni Lakshmaiah Women's Engineering College Guntur,University,18,India
3150,8826415,Mamata Academy of Medical Sciences,University,135,India
3150,8827778,Martur,Community,16,India
3150,8827824,Martur Central,Community,20,India
3150,7613,Narasaraopet,Community,7,India
3150,8825123,Narasaraopet Phoenix,Community,11,India
3150,91856,New Age Engineers,Community,8,India
3150,8827537,Nirmala College of Pharmacy,University,25,India
3150,218324,Osmania Medical College,University,210,India
3150,8824585,QIS Microbirds,University,6,India
3150,8824587,QIS Thunders,University,3,India
3150,8824050,Rising Thunders,Community,5,India
3150,7575,Secunderabad,Community,22,India
3150,218314,Secunderabad Medicos,Community,95,India
3150,8825453,SFC Hyderabad Pearls,University,177,India
3150,8827926,Sri Harshini Degree College,University,18,India
3150,66518,St. Ann's Degree College for Women,University,170,India
3150,90953,St. Peters Engineering College,University,37,India
3150,84497,Sunrise,Community,15,India
3150,8823475,Utkarsh,Community,25,India
3150,217441,VILLA MARIE,University,51,India
3150,8827528,VJ Degree College,University,26,India
3150,8827312,Woxsen University,University,20,India
3160,8824247,Amrutha Ayurveda Medical Colege C.T.A.,University,1,India
3160,8824246,Amrutha Ayurveda Medical College & Hospital CTA.,University,1,India
3160,8828110,Anantapur Giving Hands,Community,15,India
3160,8827396,A.R.M. First Grade College Davanagere,University,20,India
3160,8823757,Bidar Heritage,University,1,India
3160,8823758,Bidar Legacy,University,1,India
3160,8828236,"B. V. Bhoomaraddi College of Arts, Science and Commerce Bidar",University,13,India
3160,8828252,Chaitanya Bharathi Institute of Technology Proddaturu,University,7,India
3160,90434,"College of Agricultural Engineering (CAE), Raichur",University,1,India
3160,8828527,D. K. Govt. College for Women Nellore,University,6,India
3160,216349,DRW College,University,1,India
3160,8824235,Govt Polytechnic Raichur,University,1,India
3160,217688,Gulbarga Suncity,Community,1,India
3160,8827057,Guntakal Elites,Community,7,India
3160,8827249,Helpinghearts-Rayachoty Govt. Polytechnic College,University,14,India
3160,8824237,JNTUA CE Ananthapuramu,University,2,India
3160,8828313,"Karnataka Arts, Science and Commerce College Bidar",University,8,India
3160,8824238,M.M. Degree College Raichur,University,1,India
3160,214621,MSR Degree College,University,1,India
3160,217170,Navanandi,University,1,India
3160,8824239,Nellore Sarvodaya,University,1,India
3160,8824240,Nellore Shakthi,Community,6,India
3160,8824225,Rajampet,Community,1,India
3160,8826959,R G Institute of Commerce & Management,University,20,India
3160,8824226,Servo,Community,1,India
3160,8828404,SJM Institute of Technology,University,6,India
3160,8824227,Spoorthi,Community,2,India
3160,8824230,SRIT Ananthapuramu,University,10,India
3160,8824290,"Sri Virat Degree College, Yapaladinni",University,1,India
3160,8828250,Tadipatri Impact Leaders,Community,14,India
3160,8823828,Vani Sakkare,University,1,India
3160,8823829,VGFGC,University,1,India
3160,8824291,"Virat Degree College, Yapaladinni",University,2,India
3160,8824231,Women's M. M. Degree College Raichur,University,1,India
3170,8828572,Anandibai Raorane College Vaibhavwadi,University,15,India
3170,217897,Annasaheb Dange College Hatkanangale,University,1,India
3170,8827963,Anuvartik Mirji Bharatesh Institute of Technology Belagavi,University,20,India
3170,217893,A. R. Patil Kanya College Ichalkaranji,University,1,India
3170,8827556,ASPM College Sangulwadi,University,15,India
3170,217899,Atigare,Community,1,India
3170,7939,Belgaum,Community,5,India
3170,8827698,Belgaum Elite,Community,21,India
3170,8823882,Belgaum Lingraj College,University,2,India
3170,7813,Belgaum South,Community,25,India
3170,218369,Belgaum Yuva Darpan,Community,29,India
3170,8824633,Bharat College Dharwad,University,1,India
3170,92225,Bhatkal,University,4,India
3170,76816,Bicholim,Community,10,India
3170,8824776,Bijapur,Community,1,India
3170,8827550,Chhatrapati Shivaji College of Agriculture Oros,University,15,India
3170,43308,Chiplun,Community,12,India
3170,8827386,Curchorem Sanvordem,Community,16,India
3170,218716,Dakkhancha Raja Jotiba (Wadiratnagiri),Community,1,India
3170,8827531,Dharwad Deccan,Community,16,India
3170,8828046,Dharwad Luminous,Community,11,India
3170,8824878,Dharwad Pristine,Community,1,India
3170,8828603,Don Bosco College Panjim,University,17,India
3170,8828387,D.Y.P. Sunshine,University,15,India
3170,8828627,GFGC for Women Karwar,University,4,India
3170,8823356,GIC,University,1,India
3170,8828357,Goa College of Home Science Achievers,University,12,India
3170,8824526,Gokak,Community,1,India
3170,8826663,Government College Khandola,University,10,India
3170,8824637,Government College Navalur,University,1,India
3170,214491,"Government Polytechnic College, Karwar",University,2,India
3170,217393,Haveri,Community,29,India
3170,8827557,Hubbali,Community,10,India
3170,217852,Hupari,Community,4,India
3170,8828027,Hupari Pioneers,Community,24,India
3170,218339,Ichalkaranji Central,Community,1,India
3170,8827015,Ichalkaranji Executive,Community,33,India
3170,217888,Ichalkaranji Nalanda,Community,1,India
3170,8823357,IEMS,University,1,India
3170,216714,IHM Catering Technology & Applied Nutrition,University,12,India
3170,91052,Jaysingpur,Community,9,India
3170,8827538,JGND Bhartesh College,University,17,India
3170,8824881,JSS College of Speech & Hearing Dharwad,University,1,India
3170,8825839,JT College of BBA & BCA Gadag,University,14,India
3170,8828613,Kankavli,Community,15,India
3170,8828601,Karwar,Community,14,India
3170,8827416,Karwar Paschim,Community,5,India
3170,8827840,K. E. Board First Grade Arts & Commerce PU College Dharwad,University,14,India
3170,8828621,Kharepatan,Community,12,India
3170,8827542,Khed City,Community,16,India
3170,216141,KIT Sunshine,University,7,India
3170,8827935,KLE BCA College Mahalingpur,University,12,India
3170,8825559,KLE BCA PCJSC Hubballi,University,27,India
3170,8825361,KLECBA Hubli,University,25,India
3170,92030,KLE CBALC,University,8,India
3170,8827532,KLE College of BCA Khanapur,University,16,India
3170,8828612,KLE MCA PCJSC,University,20,India
3170,8825974,KLE's College of BBA & BCA Dharwad,University,14,India
3170,8828113,KLE's College of BCA Sankeshwar,University,19,India
3170,8828610,"KLE's Degree College, Ankali",University,25,India
3170,225525,KLE's GH BCA Haveri,University,19,India
3170,8827510,KLE's GI Bagewadi BCA BBA,University,4,India
3170,8827552,KLE's MP Commerce College Raibag,University,15,India
3170,8827734,KLE Society's College of BCA Bailhongal,University,15,India
3170,8825555,KLE Society's College of BCA RLS Institute Belagavi,University,5,India
3170,8828411,KLE Society's Institute of Management Studies and Research Hubballi,University,23,India
3170,8828041,KLS Gogte Institute of Technology,University,15,India
3170,7883,Kolhapur,Community,14,India
3170,8824924,Kolhapur Central,Community,16,India
3170,8828582,Kolhapur Legacy,Community,12,India
3170,43396,Kolhapur Midtown-Phoenix,Community,11,India
3170,8827758,Kousali Institute of Management Studies Dharwad,University,25,India
3170,213732,Krishna Valley,Community,20,India
3170,8828577,Kudal,Community,16,India
3170,8828581,Kumta Coastal,Community,16,India
3170,212580,Lote,Community,13,India
3170,7867,Mapusa,Community,59,India
3170,216971,Margao Midtown,University,14,India
3170,8825628,MES College of Nursing,University,7,India
3170,8827401,M.E.S Commerce College,University,1,India
3170,8828631,MES Vasant Joshi College of Arts and Commerce,University,4,India
3170,8828331,Narayan Zantye College of Commerce Champions,University,12,India
3170,8828606,Oxford Group of Institutions,University,12,India
3170,218715,Panhala,Community,1,India
3170,7849,Panjim,Community,40,India
3170,8827953,Pattan-Kodoli,Community,25,India
3170,8827921,Ponda,Community,12,India
3170,218019,Presentation Girl's Composite P.U. College,University,10,India
3170,217898,"Rajarshi Shahu College, Rukadi",University,2,India
3170,8825658,Ratnagiri Midtown,Community,11,India
3170,8825323,Rising Youth Banda,Community,15,India
3170,8824934,RPD College,University,1,India
3170,218304,Sahyadri Pashan,Community,12,India
3170,7839,Sangli,University,5,India
3170,8825730,Sangli Midtown Synergy,Community,9,India
3170,8828624,Sanjeevini Ayurveda Medical College & Hospital Elite,University,4,India
3170,8824549,Sanjeevini Pharmacy College,University,1,India
3170,216241,"Sarohini College of Pharmacy ""Samarpan""",University,12,India
3170,218023,Sawantwadi,Community,18,India
3170,8828108,S. B. Khade Mahavidyalaya Koparde,University,2,India
3170,215206,"SDM Degree College, Honnavar",University,2,India
3170,8828630,SDM Dental Impact,University,4,India
3170,8824524,Shantiniketan,University,1,India
3170,8827412,"Shivaji Arts, Commerce and BCA College",University,14,India
3170,214497,"Shivaji College of Educatin, Baad, Karwar",University,2,India
3170,8827934,Shree Pushpasen Sawant College of Pharmacy,University,38,India
3170,217366,Shreeya College of Nursing,University,1,India
3170,217823,"Shri Santram PU College, Athani",University,1,India
3170,217724,"SJMVS BBA COLLEGE FOR WOMEN, HUBLI",University,1,India
3170,8826065,S.J.M.V.S. Womens BBA College,University,12,India
3170,8828579,Smt. A.R.P. Kanya Mahavidyalaya Ichalkaranji,University,14,India
3170,8824632,Smt. C. B. Shah Mahila Mahavidyalay,University,4,India
3170,8828045,Smt. Shakuntala Institute of Nursing Education,University,12,India
3170,8828626,Sridora Caculo College of Commerce & Management Studies,University,4,India
3170,8828602,SSA Government College and Research Center Pernem,University,28,India
3170,8828332,S. S. Dempo College Autonomous,University,44,India
3170,216092,St. Xaviers College,University,3,India
3170,8824914,Sunshine Sangli,Community,11,India
3170,8823546,Swarajya,Community,2,India
3170,213062,Tasgaon Grape City,Community,15,India
3170,215190,Trinity College,University,3,India
3170,8828571,Twin City,Community,15,India
3170,8827402,Uttara Kannada United,Community,7,India
3170,7827,Vasco Da Gama,Community,29,India
3170,8828576,Vengurla,Community,13,India
3170,90368,Venugram-Belgaum,Community,24,India
3170,218020,Vidya P Hanchinmani PU Science College,University,1,India
3170,8828578,Vishrambag Zenith,Community,14,India
3170,8826216,Vivekanand College Kolhapur,University,7,India
3181,8828115,Akshaya College,University,14,India
3181,8826474,Aramane Nagari,Community,20,India
3181,216654,Besant P.G. Studies in Commerce,University,3,India
3181,8828201,BIMS University of Mysore,University,21,India
3181,215995,B.T.C.G. Govt. First Grade College Yadoor,University,1,India
3181,217825,Canara P.G. Centre For Commerce,University,2,India
3181,8828240,Cauvery College Gonikoppal,University,12,India
3181,213039,Coorg Institute of Technology,University,5,India
3181,8824497,De Paul College,University,12,India
3181,8827748,E-Club of Mysuru Performing Artists,Community,12,India
3181,216348,Forestry College Ponnampet,University,1,India
3181,217331,GFGC Mudipu,University,2,India
3181,217329,Government 1st Grade Degree College Vamadapadavu,University,1,India
3181,8828180,Government First Grade College for Women Madikeri,University,16,India
3181,8828111,Govt. First Grade College Jidekal Puttur,University,15,India
3181,217599,Govt First Grade College Punjalakatte,University,1,India
3181,215555,Govt. First Grade College Siddakatte,University,1,India
3181,8827701,Hindustan First Grade College,University,1,India
3181,8823284,JSS Law College Mysore North,University,9,India
3181,8828182,Keyyur,Community,20,India
3181,8825967,Kodagu,Community,20,India
3181,8827516,Krishnarajanagara,Community,12,India
3181,8827740,Mahajana FGC Mysore,University,22,India
3181,8828200,Manel Srinivas Nayak Institute of Management (MSNIM),University,12,India
3181,7949,Mangalore City,Community,20,India
3181,8827885,Mangalore Swastika,Community,29,India
3181,8825968,MIT First Grade College,University,7,India
3181,7999,Mysore,Community,37,India
3181,90722,Mysore East,Community,12,India
3181,8826032,Mysore Mid Town,Community,12,India
3181,8828608,Mysore North,Community,15,India
3181,8827745,Mysore School of Architecture,University,15,India
3181,8827703,Mysore School of Design,University,19,India
3181,8825969,Mysore South East,Community,10,India
3181,8827807,Mysuru Trailblazers,Community,12,India
3181,8827738,National Institute of Engineering Mysore,University,120,India
3181,8826927,National Institute of Technology Karnataka,University,52,India
3181,8823387,NIE First Grade College,University,2,India
3181,8827605,Nitte University,University,26,India
3181,8824133,Pragathi Paramedical,University,7,India
3181,7987,Puttur,Community,11,India
3181,8827611,SDM MBA Mangalore,University,12,India
3181,8827691,Seshadripuram Degree College Mysore,University,12,India
3181,217387,SNM Polytechnic,University,1,India
3181,215990,Spandan Somwarpet Hills,University,2,India
3181,215162,Srinivas University College of Engineering & Technology,University,4,India
3181,8828112,Sri Pragathi Vistara College for Aviation and Management Puttur,University,15,India
3181,8826347,Sri Vani Vilas Urs Women's First Grade College,University,21,India
3181,8825680,St Aloysius College,University,4,India
3181,215994,St. Joseph Degree College Somwarpet,University,3,India
3181,217834,Sullia,Community,2,India
3181,8826341,Sullia United,Community,10,India
3181,8827889,Swastika National Business School,University,38,India
3181,8828178,Teresian College,University,17,India
3181,8827665,Thingalady,Community,12,India
3181,8827694,Trinity College Mysore,University,38,India
3181,8828228,Vidyavardhaka College of Engineering,University,14,India
3181,217824,"Yenopaya Institute of Arts, Science, Commerce & Management",University,2,India
3182,8826217,Aaraike,Community,15,India
3182,217924,Ashothara Seva Jayapura,Community,1,India
3182,217501,A S S I T I Billady,University,2,India
3182,217520,Bahubali College of Engineering,University,4,India
3182,217464,Brahmavar,Community,11,India
3182,8827099,Chikkamagaluru Institute of Medical Sciences,University,9,India
3182,217550,Dr. G. Shankar Gov. Women First Grade College,University,2,India
3182,74684,"Dr. T.M.A. Pai Polytechnic, Manipal",University,3,India
3182,8825039,Gangolli,University,1,India
3182,8828449,Good Citizen College,University,13,India
3182,8826805,Government First Grade College Byndoor,University,12,India
3182,217486,Government Junior College-Kemmannu,University,1,India
3182,216799,Govt. Engineering College,University,1,India
3182,217485,Govt. Polytechnic College Manipal,University,2,India
3182,217736,Govt. Polytechnic Karkala,University,1,India
3182,216810,Govt. Science College,University,1,India
3182,215518,Hassan Institute of Medical Sciences,University,4,India
3182,217601,ITI Pragathi Nagara,University,2,India
3182,217488,"JNNCE, Shimoga",University,1,India
3182,8824785,Kadur,Community,1,India
3182,217813,Kamala Nehru Shimoga,University,1,India
3182,89844,Karkala,Community,11,India
3182,8828329,Kasturba Medical College Manipal,University,17,India
3182,216502,Katpady,Community,2,India
3182,8827774,Kota-Saligrama,Community,13,India
3182,217569,Koteshwara,Community,22,India
3182,216500,K.V.S.M. College Katapady,University,2,India
3182,215339,Malnad College of Engineering,University,4,India
3182,8003,Manipal,University,13,India
3182,216443,Manipal Academy of Higher Education,University,4,India
3182,218444,Manipal Central,Community,12,India
3182,8828568,Manipal College of Dental Sciences,University,20,India
3182,217487,Milagres College Kallianpur,University,1,India
3182,214342,MPMG College,University,2,India
3182,215303,"Muniyal Ayurveda College, Manipal",University,4,India
3182,215361,"Netra Jyothi College of Optometry & Paramedical Science, Udupi",University,3,India
3182,215923,NMAM Institute of Technology,University,6,India
3182,217733,Pragathi Dr. B.B. Hedge First Grade College Kundapura,University,1,India
3182,8828514,Rajeev Institute of Technology Hassan,University,49,India
3182,216157,Rajeev Polytechnic,University,4,India
3182,215507,Sagri,Community,2,India
3182,8828004,Sanjeevini Govt. Degree College Menase,University,21,India
3182,218004,S D M C Ayurveda Kuthpadi,University,5,India
3182,216781,SDM Royals,Community,1,India
3182,217876,Seva,Community,2,India
3182,217761,Sharavathi 1st Grade College,University,2,India
3182,8825729,Shimoga North Elite,Community,26,India
3182,8827160,Shimoga Stars,Community,14,India
3182,8823650,Shirdi Sai Degree College,University,2,India
3182,217737,Sri Bhuvanedra College Karkala,University,2,India
3182,8824548,Subasnagara,Community,25,India
3182,212957,Udupi,Community,25,India
3182,8827176,Udupi Dhanvanthari College of Nursing,University,12,India
3182,215571,Udupi Dhnavantari College & School of Nursing,University,5,India
3182,8828226,Vaidya Institute of Nursing and Paramedical Sciences,University,15,India
3191,8826961,AMC Engineering College,University,3,India
3191,8824329,A P S College of Engineering,University,6,India
3191,216417,Atria Institute of Technology,University,107,India
3191,212622,Banashankari,Community,22,India
3191,218259,Bangalore Aagneya,University,27,India
3191,8825219,Bangalore Advaitha,Community,4,India
3191,217186,Bangalore East,Community,7,India
3191,8826633,Bangalore High Grounds,Community,23,India
3191,8825916,Bangalore Institute of Technology,University,9,India
3191,8185,Bangalore Jayanagar,Community,62,India
3191,8823877,Bangalore JP Nagar,Community,65,India
3191,8827862,Bangalore Neo Minds,Community,24,India
3191,214015,Bangalore Orchards,Community,18,India
3191,8825970,Bangalore Prime,Community,14,India
3191,8824988,Bangalore Revolution,Community,19,India
3191,8828305,Bangalore South,Community,25,India
3191,91519,Bangalore South Parade,Community,13,India
3191,215514,Bangalore Southwest,Community,14,India
3191,8826562,Bangalore Spandana,Community,4,India
3191,8167,Bangalore Vijayanagar,Community,19,India
3191,8826661,Bengaluru Avyanna,Community,18,India
3191,8828567,Bengaluru Binnypet,Community,15,India
3191,8826232,Bengaluru BTM,Community,37,India
3191,8823827,Bengaluru Harmony,Community,14,India
3191,8823262,Bengaluru HSR,Community,19,India
3191,217243,Bengaluru South End,Community,26,India
3191,218214,Bengaluru United,Community,15,India
3191,89320,Bishop Cotton Womens Christian College,University,17,India
3191,91509,BMSCE,University,39,India
3191,8826343,BSVP First Grade College,University,7,India
3191,8824902,DA Pandu RV Dental College,University,2,India
3191,8828097,Dayananda Sagar College of Dental Sciences,University,15,India
3191,8826295,Ghousia College of Engineering,University,13,India
3191,8828149,Govt. Engg. College Ramanagara,University,23,India
3191,217504,"Govt. First Grade College, Ramanagara",University,6,India
3191,8825481,Indian Institute of Fashion Technology,University,7,India
3191,213579,Jain Evening College,University,35,India
3191,8143,Jyoti Nivas College,University,20,India
3191,215974,K.G.F. Community,Community,8,India
3191,8826417,KLE Law College,University,47,India
3191,89212,Koramangala,Community,76,India
3191,8827817,Krupanidhi College of Commerce & Management,University,12,India
3191,8824521,Krupanidhi Group of Institutions,University,1,India
3191,213238,KSSEM,University,8,India
3191,8827855,Madanapalle Institute of Technology and Sciences,University,62,India
3191,8826292,Maharani Lakshmi Ammanni College,University,16,India
3191,213555,Marathahalli,Community,17,India
3191,8825064,MEDIKARDIA,Community,20,India
3191,212627,Mount Carmel (Deemed to be University),University,48,India
3191,8823249,"Narsee Monjee Institute of Mangement Studies, Bangalore",University,45,India
3191,8826924,New Horizon College,University,15,India
3191,8824377,NMIT-MBA,University,8,India
3191,8828165,NSB Bangalore,University,27,India
3191,8827702,Padmashree Institute of Management and Sciences,University,20,India
3191,218245,Palmville,Community,3,India
3191,8828194,Patel Group of Nursing,University,15,India
3191,91584,PES University,University,29,India
3191,8825365,PES University Electronic City,University,5,India
3191,8824187,Prestige Falcon City,Community,18,India
3191,8827267,Ramaiah College of Law,University,22,India
3191,8824041,Ramanagara,Community,4,India
3191,8826516,RNS Institute of Technology,University,17,India
3191,68941,R.V.C.E.,University,33,India
3191,8826865,R V College of Architecture,University,24,India
3191,8826053,R. V. University,University,18,India
3191,8828199,Sacred Heart College - UG,University,15,India
3191,8824817,Sacred Heart Degree College for Women,University,24,India
3191,8824518,Samarpane RC College,University,28,India
3191,8826819,SEI College Tejas,University,25,India
3191,8825562,Seshadripuram Academy of Business Studies,University,14,India
3191,8825547,Seshadripuram Institute of Commerce & Management,University,15,India
3191,91568,Shantiniketan,University,3,India
3191,213076,Shishu Mandir,Community,16,India
3191,8827863,Shri Gnanambica Degree College Madanapalle,University,39,India
3191,213531,Sri Bhagawan Mahaveer Jain College KGF,University,2,India
3191,8827781,Sri Saraswathi Vidyanikethana,University,18,India
3191,8827495,SRNGS Boys Hostel,Community,33,India
3191,84598,S.S.M.R.V. College,University,51,India
3191,8824472,St. Francis de Sales College,University,2,India
3191,8081,St. Joseph's College Of Commerce,University,4,India
3191,8828123,SVCE Tirupati,University,106,India
3191,8827943,S-VYASA,University,17,India
3191,212680,T.S.M.T.,Community,17,India
3191,8826526,V.E.T First Grade College JP Nagar,University,15,India
3192,8827555,Acharya Bangalore B School,University,4,India
3192,8826946,Aditya Institute of Management Studies,University,44,India
3192,8824484,Agragami Degree College,University,1,India
3192,215387,AIMIT College,University,15,India
3192,216045,AIMS Institute of Higher Education,University,5,India
3192,8826703,Ambedkar Institute of Technology,University,15,India
3192,61077,Baldwin Women's Methodist College,University,11,India
3192,8199,Bangalore,Community,80,India
3192,217197,Bangalore Basaveshwaranagar,Community,18,India
3192,8825097,Bangalore Bhuvaneshwari Nagar,Community,13,India
3192,89917,Bangalore Golden Rock,Community,14,India
3192,8187,Bangalore Indiranagar,Community,13,India
3192,215774,Bangalore Junction,Community,20,India
3192,8826766,Bangalore Nandini,Community,20,India
3192,90196,Bangalore North West,Community,18,India
3192,8826605,Bangalore Oasis,Community,15,India
3192,215080,Bangalore Rajmahal Vilas,Community,25,India
3192,8173,Bangalore R.T. Nagar,Community,9,India
3192,8825840,Bangalore Udyog,Community,44,India
3192,8825975,Bangalore Warriors,Community,10,India
3192,8165,Bangalore West,Community,31,India
3192,8826631,Bengaluru Avinya,Community,5,India
3192,8827481,Bengaluru Compassion Crew,Community,14,India
3192,8823830,Bengaluru Nagasandra,Community,32,India
3192,8826606,Bengaluru Nava Chaitanya,Community,10,India
3192,8823923,Bengaluru Orion Gateway,Community,18,India
3192,216046,Bishop Cotton Yelahanka,University,3,India
3192,215552,BMS Yelahanka,University,8,India
3192,8828021,BNM Institute of Technology,University,18,India
3192,8827601,Charan's Degree College,University,12,India
3192,8827833,Christ University Bangalore Yeshwanthpur Campus,University,168,India
3192,8828358,Christ University Bannerghatta Road Campus,University,36,India
3192,8826693,Christ University Central Campus,University,30,India
3192,8828466,Christ University Kengeri Campus,University,60,India
3192,212785,C M R I T,University,17,India
3192,8827752,Dhanwantri Institutions,University,39,India
3192,8825140,Falcon Youth,Community,19,India
3192,214320,GEMs B School,University,15,India
3192,8826418,GITAM Bengaluru,University,12,India
3192,8828495,Government First Grade College Chikkanayakanahalli Kalpataru Youths,University,15,India
3192,8827838,Gulmohar KIT MBA Department Tiptur,University,12,India
3192,8827415,HKBK Group of Institutions,University,15,India
3192,8827620,HKES Sree Veerendra Patil Degree College,University,15,India
3192,8828060,H K Veeranna Gowda College,University,12,India
3192,8826152,Jyothy Institute of Technology,University,27,India
3192,8827608,Koshys Institute of Management Studies Autonomous,University,20,India
3192,8828051,Mandya,Community,24,India
3192,212892,MES College,University,22,India
3192,8825496,MES Institute of Management,University,2,India
3192,8828574,MKPM RV Institute of Legal Studies,University,29,India
3192,8827567,MP Birla Institute of Management,University,17,India
3192,8827247,M. S. Engineering College,University,11,India
3192,8827146,"M S Ramaiah College of Arts, Science and Commerce",University,17,India
3192,8827782,NBC College,University,27,India
3192,68154,Presidency College,University,18,India
3192,217365,Presidency University Bangalore,University,10,India
3192,8827584,Rajanukunte Royals,Community,8,India
3192,8825298,RajaRajeswari College of Engineering,University,1,India
3192,212992,Ramaiah Institute of Management (RIMS),University,42,India
3192,8826806,RPA First Grade College Rajajinagar,University,18,India
3192,8825021,RUAS,University,15,India
3192,8827603,Sahakaranagar,Community,12,India
3192,8825126,Sai Vidya Institute of Technology,University,119,India
3192,8828032,Seshadripuram College,University,19,India
3192,214429,Seshadripuram Institute of Management Studies,University,25,India
3192,8827053,Siddaganga Institute of Technology Tumakuru,University,15,India
3192,8825501,Silicon City,University,23,India
3192,8827610,Soundarya Institute of Management and Science,University,21,India
3192,8826279,Sree Siddaganga First Grade College,University,12,India
3192,8826201,Sri Basaveshwara First Grade College,University,12,India
3192,8827585,Sri Guru Sai First Grade College,University,45,India
3192,8828351,Srirangapatna,Community,14,India
3192,8828029,Sri Sai College for Women,University,19,India
3192,8826801,St. Annes Degree College for Women,University,14,India
3192,8826849,St. Anne's First Grade College for Women,University,25,India
3192,8824314,St. Claret College,University,13,India
3192,8824042,St Pauls College,University,1,India
3192,212458,Surana College,University,35,India
3192,217238,Surana College Peenya,University,7,India
3192,91484,Swarna Bengaluru,Community,47,India
3192,8827200,Triveni College,University,31,India
3192,8827575,United International Business School,University,38,India
3192,8823940,VBR College,University,19,India
3192,8827756,Vidya Para Medical College,University,12,India
3192,215353,Vidyaranyapura,Community,67,India
3192,88694,Yelahanka,Community,45,India
3192,8826511,Yenepoya,University,65,India
3203,218375,Adaiyalam,Community,11,India
3203,217635,Akshaya Institute of Management Studies,University,1,India
3203,218111,Avinashi East,Community,14,India
3203,214041,AVP College of Arts and Science,University,18,India
3203,8826023,Bannari Amman Institute of Technology,University,25,India
3203,8827747,Bharathidasan College of Arts & Science,University,17,India
3203,8827581,Bishop Thorp College,University,30,India
3203,8825944,Builders Engineering College,University,22,India
3203,8828570,Cauvery Nexus,Community,12,India
3203,8828379,Christ The King Engineering College Karamadai Youth,University,19,India
3203,8827202,Dharapuram Pride,Community,12,India
3203,8827579,Dr. R.A.N.M. Arts and Science College,University,27,India
3203,8827631,Dr. RV Arts and Science College,University,34,India
3203,8828148,Erode Arts and Science College,University,38,India
3203,77961,Erode Central,Community,16,India
3203,8827566,Erode College of Law,University,31,India
3203,8825631,Erode Kalam,Community,15,India
3203,218162,Erode North,Community,14,India
3203,8825893,Erode Sengunthar Engineering College,University,12,India
3203,8826705,Erode Turmeric City,Community,8,India
3203,8827198,Forest College and Research Institute,University,18,India
3203,8828355,Gandhi Arts and Science College,University,29,India
3203,8828061,Government Arts and Science College Anthiyur,University,30,India
3203,8826856,Government Arts and Science College Sathyamangalam,University,22,India
3203,8827757,Government Arts and Science College Thittamalai,University,15,India
3203,8827583,Government Erode Medical College,University,15,India
3203,8828077,Government Medical College The Nilgiris,University,44,India
3203,53811,Greenfield Vidyasagar College of Arts & Science,University,3,India
3203,8828030,IRT School of Nursing,University,30,India
3203,8827815,JSS AHER,University,22,India
