district,club_id,club_name,club_base,members,country
3203,8826024,Kaamadhenu Arts and Science College,University,25,India
3203,212203,Kamalam College,University,9,India
3203,8825941,Kangeyam Institute of Commerce,University,14,India
3203,217564,KEC(Erode),Community,12,India
3203,8827936,KMC College of Law,University,59,India
3203,8825553,Kongu Arts and Science College,University,6,India
3203,8828573,Kongu Naturopathy and Yoga Medical College,University,25,India
3203,8828359,Kumaraguru Institute of Agriculture,University,37,India
3203,8827730,Nandha Dental College and Hospital,University,77,India
3203,8828325,Nandha Engineering College,University,52,India
3203,89722,NGM College,University,10,India
3203,8826650,Ootacamund Odyssey,Community,1,India
3203,8828336,Ooty Maatram,Community,13,India
3203,8826850,Park's College,University,19,India
3203,8827533,P K R Arts College for Women,University,15,India
3203,8823594,Pollachi Green Paradise,Community,15,India
3203,212424,Pollachi Varnas,Community,6,India
3203,8828079,Providence College for Women (Autonomous),University,6,India
3203,8828363,Revathi Institutions,University,36,India
3203,8826876,Sasurie College of Arts and Science,University,21,India
3203,8827311,Shree Venkateshwara Arts and Science (Co-education) College,University,24,India
3203,8827322,Shree Venkateshwara Hi-Tech Engineering College,University,40,India
3203,8827971,Shri Kumaran College of Arts and Science,University,47,India
3203,8823253,SIIMS,University,20,India
3203,52125,Sree Saraswathi Thyagaraja College,University,1,India
3203,8827826,Sri Guru Sarva,University,33,India
3203,8828569,Sri Vasavi College (Self Finance Wing),University,25,India
3203,8828364,St. Joseph's College for Women Amarpana,University,30,India
3203,8828374,St. Joseph's College for Women Smarpana,University,38,India
3203,8826931,Theeran Chinnamalai College of Arts and Science for Women,University,8,India
3203,8828632,Tiruppur Maniax,Community,3,India
3203,8828222,Tirupur Celebration,Community,17,India
3203,8827806,Tirupur Kumaran College for Women,University,30,India
3203,8827268,Tirupur Nexus,Community,12,India
3203,8827593,Tirupur Redeemers,Community,10,India
3203,8825697,Tirupur Royals,University,18,India
3203,8828623,Tirupur Smart Unity,Community,4,India
3203,212277,Tirupur Young Generation,Community,11,India
3203,8211,Udamalpet Gandhi Nagar,Community,7,India
3203,90197,Udumalpet Yuvas,Community,15,India
3203,63181,Velalar College of Engineering and Technology,University,13,India
3203,8827602,Vellalar College of Pharmacy,University,5,India
3203,8827054,VET Institute of Arts and Science,University,12,India
3203,42389,Vidhyasagar College of Arts & Science,University,6,India
3203,8826528,Yadhoom Pollachi,Community,11,India
3203,8825627,Yermunai Ilaingarkal,Community,15,India
3204,8826958,Airborne College of Aviation and Management Studies,University,20,India
3204,217975,CALICUT CENTRAL,Community,13,India
3204,217978,"Calicut Central SDSMW College, Vellannur",Community,1,India
3204,8824155,Calicut City,Community,1,India
3204,8824336,Calicut Cybercity Future,Community,1,India
3204,8824316,Calicut Cybercity Youth,Community,1,India
3204,8827118,Calicut East,Community,20,India
3204,8826818,Calicut Eyes Institute of Ophthalmology Mukkam,University,16,India
3204,8826512,CSWA Cybercity,University,12,India
3204,8826508,CSWA Kaloor Road,University,12,India
3204,8826841,Eminent Nilambur,Community,22,India
3204,8826796,Government College Kasaragod,University,25,India
3204,216747,Gurudev College,University,1,India
3204,8827317,KUFOS College of Fisheries Payyanur,University,15,India
3204,216695,Madayi Co-operative Arts & Science College,University,14,India
3204,8828179,Maharajas College Badagara,University,17,India
3204,8826920,Mahe Institute of Dental Sciences,University,20,India
3204,217856,Manjeri,Community,1,India
3204,218036,"NSS Unit Women's Polytechnic College, Muthathi, Payyanur",University,1,India
3204,8827359,NTTF Tellicherry,University,15,India
3204,215554,Payyanur Mid Town,Community,2,India
3204,8823415,Rajive Gandhi Institute of Speech & Hearing,University,1,India
3204,8826707,Sir Syed College Thaliparamba,University,22,India
3204,8824826,SNES IMSAR,University,1,India
3204,8827031,St. Joseph's College Pilathara,University,1,India
3204,8827035,Sunrise College of Advanced Studies Kuttur,University,1,India
3205,8827999,Christ College (Autonomous) Irinjalakuda,University,20,India
3205,8828000,Christ College of Engineering (Autonomous),University,33,India
3205,218263,Cochin Airport,Community,2,India
3205,8827952,Cochin Arts and Science College,University,29,India
3205,215316,Cochin East,Community,12,India
3205,8823824,Cochin Lords,Community,2,India
3205,8825825,De Paul Institute of Technology,University,7,India
3205,8828057,Don Bosco College Mannuthy Thrissur,University,33,India
3205,8828014,FISAT Business School,University,20,India
3205,8828253,Government Model Engineering College Kochi,University,17,India
3205,8828126,Holy Grace Academy of Management Studies,University,26,India
3205,8828056,IES College of Engineering,University,16,India
3205,8827511,Indira Gandhi Institute of Dental Sciences Kothamangalam,University,35,India
3205,8827455,Kerala University of Fisheries and Ocean Studies,University,29,India
3205,8824770,KMEA,University,13,India
3205,8828321,Kochi United,Community,17,India
3205,8824204,Little Flower College,University,1,India
3205,8825370,Muthoot Institute of Technology and Science,University,20,India
3205,8828043,Naipunnya Institute of Management and Information Technology Pongam,University,20,India
3205,8824951,Nirmala Arts & Science College,University,1,India
3205,8827882,Prajyoti Niketan College,University,20,India
3205,214548,Prayaga Vypin Island,University,2,India
3205,79173,Rajagiri College of Social Sciences,University,7,India
3205,8824509,Sacred Heart College,University,9,India
3205,8828058,Sacred Heart College (Autonomous) Chalakudy,University,19,India
3205,8827891,Sahrdaya College of Advanced Studies Autonomous,University,21,India
3205,8828020,Sahrdaya College of Engineering and Technology Autonomous,University,20,India
3205,8828016,Sahrdaya Institute of Management Studies (SIMS),University,25,India
3205,8828121,SCMS Cochin School of Business,University,20,India
3205,8828125,SCMS School of Technology and Management,University,15,India
3205,8828080,St. Aloysius College Elthuruth Thrissur,University,22,India
3205,8827831,St. Joseph's College Irinjalakkuda,University,34,India
3205,8826901,St. Mary's College (Autonomous) Thrissur,University,20,India
3205,217600,St. Teresa's College Cochin,University,16,India
3205,8828002,St. Thomas College (Autonomous) Thrissur,University,19,India
3205,8827318,Synergy,Community,20,India
3205,8823951,TIST,University,1,India
3205,8824205,Vimala College,University,1,India
3206,218056,Adithya,University,1,India
3206,217565,Ahalia ASM,University,1,India
3206,217566,Ahalia ASO,University,2,India
3206,216522,AIHSHEW,University,13,India
3206,8828150,AJK College of Arts and Science,University,22,India
3206,8827856,Akshaya College of Arts and Science,University,13,India
3206,92358,Akshaya College of Engineering & Technology,University,17,India
3206,8826821,Atlanta College,University,20,India
3206,8827828,Coimbatore Central,Community,26,India
3206,8827472,Coimbatore Changemakers,Community,15,India
3206,8823931,Coimbatore City,Community,25,India
3206,8315,Coimbatore Comito,Community,23,India
3206,91843,Coimbatore Cosmopolitan,Community,25,India
3206,42238,Coimbatore Cosmos,Community,25,India
3206,215195,Coimbatore Crystals,Community,27,India
3206,87596,Coimbatore Gaalaxy,Community,41,India
3206,8827477,Coimbatore Green City,Community,16,India
3206,8827595,Coimbatore Ignite,Community,17,India
3206,90938,Coimbatore Ikons,Community,24,India
3206,8827345,Coimbatore Infra,Community,17,India
3206,8331,Coimbatore Institute Of Technology,University,30,India
3206,77966,Coimbatore Main,Community,13,India
3206,8329,Coimbatore Majestic,Community,26,India
3206,52802,Coimbatore Millennium,Community,15,India
3206,8825936,Coimbatore New Gen,Community,27,India
3206,8828315,Coimbatore Nexus,Community,25,India
3206,212477,Coimbatore Royals,Community,22,India
3206,8826467,Coimbatore RS Puram,Community,11,India
3206,8823645,Coimbatore Smart City,Community,19,India
3206,8827316,Coimbatore Smartcity Umeed,Community,12,India
3206,87598,Coimbatore Sparks,Community,7,India
3206,92268,Coimbatore Spectrum,Community,48,India
3206,42240,Coimbatore Symphony,Community,14,India
3206,8319,Coimbatore Texcity,Community,42,India
3206,8826134,Coimbatore Unicorns,Community,4,India
3206,50295,Coimbatore Unique,Community,22,India
3206,91594,Coimbatore Unity,Community,17,India
3206,91901,Coimbatore Uptown,Community,16,India
3206,214318,Coimbatore-Vadavalli,Community,16,India
3206,84140,Cug (Covai User Group),Community,14,India
3206,8827225,Dhaanish Ahmed Institute of Technology,University,51,India
3206,217835,Dr. N.G.P Arts & Science College,University,17,India
3206,8825316,Dr. N.G.P. Institute of Technology,University,25,India
3206,90418,GCT Coimbatore,University,26,India
3206,218054,Happy Valley,University,14,India
3206,92108,HICAS,University,17,India
3206,218638,Hindusthan College of Engineering and Technology,University,20,India
3206,89603,Info Institute of Engineering,University,20,India
3206,8827000,JCT College of Arts and Science,University,20,India
3206,8826991,JCT College of Engineering and Technology,University,15,India
3206,8826997,JCT Polytechnic College,University,18,India
3206,215399,JSS Institute of Naturopathy & Yogic Sciences,University,21,India
3206,8824843,Karpagam Academy of Higher Education,University,10,India
3206,8824529,Karpagam College of Engineering,University,22,India
3206,8824429,Karpagam College of Pharmacy,University,1,India
3206,8824668,Karpagam Institute of Technology,University,22,India
3206,214602,Karunya School of Management,University,23,India
3206,42291,Karunya University,University,14,India
3206,8826061,Kathir College of Engineering,University,11,India
3206,8828376,KG College of Arts and Science,University,30,India
3206,8827255,KGiSL Institute of Technology,University,20,India
3206,92157,Kovai Knights,Community,18,India
3206,8823913,KPRCAS,University,20,India
3206,8825524,KPR Institute of Engineering and Technology,University,8,India
3206,216632,KSG College of Arts and Science,University,3,India
3206,8824395,Kumaraguru College of Liberal Arts & Science,University,21,India
3206,8277,Kumaraguru College of Technology,University,21,India
3206,8824844,Lakshmi Narayana Arts and Science College,University,1,India
3206,90502,"Lead College of Management, Dhoni",University,26,India
3206,90062,LIA (Lead India Ahead),Community,13,India
3206,215845,Martin Homeopathy Medical College,University,55,India
3206,216420,Monarks IIVM,University,17,India
3206,217622,Nehru Academy of Law,University,3,India
3206,91518,Nehru College of Aeronautics and Applied Sciences,University,1,India
3206,215499,Nehru Institute of Engineering and Technology,University,12,India
3206,8824388,Nirmala College for Women,University,2,India
3206,8824398,PPG Institute Of Technology,University,20,India
3206,61218,PSG CAS,University,22,India
3206,8823771,PSG iTech,University,19,India
3206,8255,PSGR Krishnammal College for Women,University,20,India
3206,8824416,Rathinam College of Arts and Science,University,8,India
3206,8827699,Royal Care Institute of Nursing,University,26,India
3206,215683,RVS Technical Campus,University,25,India
3206,8247,Saibaba Colony,Community,6,India
3206,8824046,Sai Ramakrishna NC,University,16,India
3206,212470,Sankara College of Science and Commerce,University,4,India
3206,8825947,SNS College of Technology,University,15,India
3206,74476,Sri Krishna Arts & Science College,University,21,India
3206,92267,Sri Krishna College of Engineering and Technology,University,21,India
3206,8249,Sri Ramakrishna College of Arts and Science,University,4,India
3206,8826933,Sri Ramakrishna Institute of Technology,University,30,India
3206,76581,Sri Ramalinga Sowdambigai College,University,10,India
3206,8824228,Sri Shakti Institute of Engineering & Technology,University,24,India
3206,8825486,TNAU (Tamil Nadu Agricultural University),University,13,India
3206,87600,UIT,University,18,India
3206,8824390,United College of Arts and Science,University,16,India
3206,8824445,United College of Nursing,University,13,India
3206,8824212,United College of Pharmacy,University,1,India
3206,8828394,United College of Physiotherapy,University,30,India
3206,8824649,Vadakkencherry,Community,20,India
3206,8827967,VLB Janakiammal College of Arts and Science,University,60,India
3206,214199,Western Valley,Community,25,India
3206,215194,Young Vibrants,Community,21,India
3206,215901,Yuvakshetra,University,3,India
3211,8827822,Aryanadu,Community,18,India
3211,8827704,BCM College,University,22,India
3211,8827058,Chrisanta at The Dale View,University,1,India
3211,8827540,Girideepam Institute of Advanced Learning,University,27,India
3211,8827541,Greater Changanassery,Community,10,India
3211,8827883,IHRD College of Applied Science Puthuppally,University,20,India
3211,8827743,Karode,Community,15,India
3211,8826870,KICMA Business School,University,27,India
3211,8827816,Kollam City,Community,13,India
3211,8823874,Kovalam,Community,1,India
3211,8827890,Kuriakose Gregorios College,University,15,India
3211,8825938,Little Lourdes College of Nursing Kidangoor,University,26,India
3211,8824150,Loyola College Trivandrum,University,1,India
3211,8827568,Manarcad,University,15,India
3211,8827777,Mylechal,Community,20,India
3211,8827205,Paippad,Community,9,India
3211,8827559,PMS College of Dental Science & Research,University,20,India
3211,8827886,Providence College of Engineering,University,15,India
3211,8827741,Punalal,Community,16,India
3211,8826923,Puthuppally,Community,18,India
3211,8827437,Quilon East,Community,12,India
3211,8827811,Quilon Heritage,Community,19,India
3211,8828496,Quilon Heritage Mythri,Community,16,India
3211,8827864,Saraswathy College of Nursing,University,20,India
3211,8825693,St. Joseph College of Communication,University,12,India
3211,8827749,The Dale View College of Paramedical Sciences,University,15,India
3211,8827695,The Dale View College of Pharmacy and Research Centre,University,20,India
3211,8827539,Trivandrum Central,Community,12,India
3211,8826503,Trivandrum Phoenix,Community,17,India
3211,8823859,Trivandrum Residency,Community,1,India
3211,8827938,Trivandrum Suburban NSSA,Community,41,India
3211,218635,Udiyankulangara,Community,1,India
3211,8827920,Venjaramoodu,Community,14,India
3212,8824729,AAA College of Engineering & Technology,University,1,India
3212,8826995,"A.K.D. Dharma Raja Women's College, Rajapalayam",University,11,India
3212,8827814,AKDD Liora,University,12,India
3212,8826278,Alagappa Chettiar Government College of Engineering and Technology Karaikudi,University,9,India
3212,217546,Amrita College of Engineering and Technology,University,1,India
3212,218127,"Annai Velankanni College of Engineering, Pottalkulam",Community,1,India
3212,213115,Annamalai Nursing College,University,1,India
3212,8824713,Annammal College and School of Nursing,University,1,India
3212,8826853,Arasan Ganesan College of Preceptors,University,24,India
3212,213207,Arasan Ganesan Polytechnic College,Community,8,India
3212,212919,"Arignar Anna College, Aralvaimozhi",University,2,India
3212,217177,Arunachala College of Engineering for Women,University,1,India
3212,213580,Bejan Singh Institute of Opthmology,University,3,India
3212,217584,Bishop Agniswamy College of Education,University,1,India
3212,212827,"Cape Institute of Techonology, Tirunelveli",University,2,India
3212,8827362,Dr. Jeyasekharan Medical Trust College,University,13,India
3212,8828498,East Coast Ramnad,Community,14,India
3212,218392,Elite Angels,Community,3,India
3212,212479,Francis Xavier Engineering College,University,3,India
3212,8824651,Government Arts and Science College Sivakasi,University,4,India
3212,8827479,Government Arts & Science College Srivilliputhur,University,15,India
3212,8826357,Government Law College Ramanathapuram,University,12,India
3212,8827368,Government Nursing School-TVMC,University,12,India
3212,8828167,Govt Law College Tirunelveli,University,21,India
3212,8824305,Hitech Polytechnic College,University,3,India
3212,8827746,Holy Cross College (Autonomous) Nagercoil,University,12,India
3212,212914,James College of Engineering,University,3,India
3212,212898,James College of Nursing,University,3,India
3212,91826,"Jayamatha Engineering College, Aralvaimozhi",University,2,India
3212,8828251,Kamaraj College,University,20,India
3212,8827494,Kanyakumari Government Medical College and Hospital,University,12,India
3212,8826527,KPATDR-SMPA's Sivakasi Institute of Printing Technology,University,12,India
3212,8823455,Kumarapuram Thoppur Elite,Community,1,India
3212,8827596,Literary Wing of Mohamed Sathak Hamid College,University,14,India
3212,217179,Malankara Catholic College,University,3,India
3212,8824960,Manonmaniam Sundaranar University College Govindaperi,University,3,India
3212,214077,Maria College of Engineering and Technology,University,2,India
3212,8824439,Moderator Gnanadason Polytechnic College,University,1,India
3212,8826918,Mohamed Sathak Dasthagir College of Education Ramnad,University,17,India
3212,217738,Mohamed Sathak Hamid College Of Arts And Science For Women,University,1,India
3212,8824725,Paul Antony Community College,Community,1,India
3212,212896,"Pioneer Kumaraswamy College, Vetturnimadam",University,8,India
3212,212888,Ponjesly Engineering College,University,3,India
3212,213582,PSN College of Education,University,3,India
3212,212831,"PSN College of Engineering & Technology, Tirunelveli",University,2,India
3212,212833,"PSN Engineering College, Tirunelveli",University,3,India
3212,213583,"PSN Institute of Technology and Science, Tirunelveli",University,2,India
3212,212837,"PSN Institute of Technology, Kanyakumari",University,2,India
3212,212891,PSN Polytechnic College,University,1,India
3212,8826166,Rajapalayam Rajus’ College Elite,University,12,India
3212,8827348,Rajas Dental College,University,12,India
3212,8826695,Ramco Institute of Technology,University,12,India
3212,8827612,Ramnad Corallites,Community,15,India
3212,217320,Rojavanam Paramedical College,University,1,India
3212,217176,Salvation Army Catherene Booth College of Nursing,University,1,India
3212,8827411,Sardar Rajas Nursing College,University,12,India
3212,8828013,SFR College for Women Sivakasi,University,12,India
3212,213978,Sivakasi Bell Institute,Community,12,India
3212,90621,SPIC Nagar,University,7,India
3212,213221,"Sri Kaliswari College, Sivakasi",University,9,India
3212,8823304,Sri Parasakthi Womens College,University,3,India
3212,213339,Sri Raaja Raajan College of Engg. & Technology,University,2,India
3212,80936,"SRI SRNM College, Sattur",University,4,India
3212,217285,Sri Vidya Arts and Science College,University,1,India
3212,214728,Sri Vidya College of Engineering & Technology,University,2,India
3212,8826903,SSDM College Kovilpatti,University,20,India
3212,8826724,St. Ignatious College of Education Palayamkottai,University,12,India
3212,217552,St. Jerome's College,University,1,India
3212,216906,St. John's College of Arts and Science,University,1,India
3212,217553,Sun College of Education,University,1,India
3212,8823459,"Sundareshwari Institutions, Srivilliputtur",University,1,India
3212,212830,Syed Ammal Arts and Science College,University,3,India
3212,8827529,Syed Ammal School of Nursing,University,40,India
3212,8824659,Thamirabharani Engineering College Tirunelveli,University,1,India
3212,213199,The Standard Fireworks Rajaratnam College for Women,Community,5,India
3212,213613,"Universal College of Education, Valliyoor",University,2,India
3212,212666,Universal College of Engineering & Technology Valliyur,University,2,India
3212,8827973,Versatile Wing of Thassim Beevi Abdul Kader College for Women,University,18,India
3212,8828017,VHNSN College,University,11,India
3212,213577,"Vins College of Engineering For Women, Kanyakumari",University,1,India
3212,8827471,Virudhunagar,Community,16,India
3212,8826807,Virudhunagar Kamaraj College of Engineering and Technology,University,30,India
3212,8826960,Virudhunagar Village Kings,Community,18,India
3212,212834,"Vivek Institute, Kanyakumari",University,3,India
3212,8828299,V.V.Vanniaperumal College for Women Youth Force,University,16,India
3212,213581,White Memorial College of Nursing,University,2,India
3231,215737,Addon Institute of Medical Mission & Research Centre,University,3,India
3231,8828098,Arni Industrial Training Institute,University,16,India
3231,76060,"Arunai Engg. College, Thiruvannamalai",University,3,India
3231,8827356,Arunai Medical College and Hospital,University,15,India
3231,8826922,Auxilium College,University,12,India
3231,217636,Best Paramedical College,University,1,India
3231,8827420,Bhakthavatsalam Polytechnic College,University,21,India
3231,217936,CAHCET,Community,1,India
3231,8827104,C. M. Annamalai Polytechnic College,University,13,India
3231,8827117,Dharapadavedu,Community,12,India
3231,216950,DKM College for Women Autonomous,University,6,India
3231,8828096,DKM College for Women (Evening),University,12,India
3231,8827033,Government Medical College Thiruvallur,University,13,India
3231,8824767,Government Thiruvannamalai Medical College,University,1,India
3231,8826962,HIMT Presea College,University,42,India
3231,8826675,Imayam Arts and Science College,University,15,India
3231,8826430,Kamban College of Arts and Science,University,20,India
3231,216294,Kingston Engineering College,University,3,India
3231,8825005,Meenakshi Ammal Arts and Science College Uthiramerur,University,1,India
3231,8824383,Nethra College of Optometry,University,1,India
3231,8824675,Noble Medical Academy,University,1,India
3231,8824619,Pallavan Pharmacy College,University,1,India
3231,8824857,Prathyusha Engineering College,University,14,India
3231,8828462,Pravaham Community College,University,15,India
3231,92258,"Rajalakshmi Polytechnic College, Tiruvannamalai",University,2,India
3231,8828326,Ranippettai Arts Sciences and Management College,University,25,India
3231,8827352,RICT Paramedical Institution,University,32,India
3231,214165,Shanmuga Arts & Science College,University,1,India
3231,213850,Srikrishna College of Engineering,University,1,India
3231,8826603,Sri Ramaswamy Memorial Valliammai Engineering College,University,70,India
3231,8827447,Sri Sankara Arts and Science College,University,20,India
3231,8827178,Sri Venkateswara Institute of Science & Technology,University,12,India
3231,92113,"Sri Venkateswara Polytechnic College, Vellore",University,9,India
3231,8828099,SRM Institute of Hotel Management,University,477,India
3231,92257,"Sun Arts and Science College, Tiruvannamalai",University,4,India
3231,216114,Thiruvalluvar University,University,1,India
3231,8827366,Tiruvannamalai,Community,15,India
3231,8827425,Vellore Accord,Community,12,India
3231,8827513,Vellore Institute of Technology,University,12,India
3231,217740,Vishwakasena Angels,University,1,India
3231,216846,Voorhees College,University,1,India
3231,216761,Voorhees College Women,University,3,India
3231,8827514,Wisdom Women’s College of Arts and Science,University,18,India
3231,216113,Worth Trust,University,1,India
3233,43283,Akash,Community,15,India
3233,8824339,Alandur Incredibles,Community,19,India
3233,8824907,Alpha Arts and Science College,University,8,India
3233,212310,Anand Institute of Higher Technology,University,50,India
3233,8826738,Billroth College of Nursing,University,49,India
3233,8827175,Chellammal Women's College,University,13,India
3233,8826999,Chennai Amethyst,Community,28,India
3233,8826203,Chennai Angels,Community,15,India
3233,8826218,Chennai ANVI,Community,17,India
3233,8827374,Chennai Asgard,Community,20,India
3233,8823616,Chennai Capital,Community,22,India
3233,8825902,Chennai Celebrities,Community,9,India
3233,8824804,Chennai Comrades,Community,30,India
3233,8826614,Chennai Radiance Raisers,Community,53,India
3233,91550,Chennai Towers,Community,48,India
3233,8826867,Crescent,University,137,India
3233,91893,Dexterous,Community,41,India
3233,8828223,Dhanraj Baid Jain College,University,34,India
3233,8827166,Don Bosco Arts and Science College,University,3,India
3233,216828,East Coast Chennai,Community,123,India
3233,8826854,Government Arts and Science College Dr. R.K. Nagar,University,20,India
3233,8827226,Government Yoga and Naturopathy Medical College,University,20,India
3233,88931,Green Galaxy,Community,39,India
3233,217279,Guindy,Community,15,India
3233,215608,Hindustan College of Arts & Science,University,22,India
3233,213308,Hindustan University,University,52,India
3233,218365,Kandasamy Naidu College,University,3,India
3233,215610,KCG College of Technology,University,14,India
3233,215310,LICET,University,23,India
3233,216547,Loyola Institute of Technology,University,35,India
3233,90693,Madras Cosmos,Community,25,India
3233,8827201,Madras Institute of Hotel Management and Catering Technology,University,61,India
3233,8637,Madras Institute of Technology,University,3,India
3233,79175,Madras Mount,Community,15,India
3233,8826925,Madras School of Social Work,University,2,India
3233,8827470,Madras T. Nagar,Community,31,India
3233,8827005,Mar Gregorios College of Arts & Science,University,65,India
3233,8828221,MEASI Institute of Management,University,20,India
3233,8827357,Meenakshi College of Nursing,University,21,India
3233,8825786,MGR University,University,"2,988",India
3233,61097,M.N.M. Jain Engg.,University,25,India
3233,8826617,Patrician College of Arts and Science,University,20,India
3233,217437,Phoenix,Community,15,India
3233,217321,Presidency College,University,15,India
3233,8824646,Prince Shri Balaji Arts & Science College,University,9,India
3233,8823247,Prince Shri Venkateshwara Padmavathy Engineering College,University,20,India
3233,89368,Rajalakshmi Engineering College,University,49,India
3233,215141,Rajalakshmi Institute of Technology,University,51,India
3233,54239,R.K.M. Vivekananda College,University,70,India
3233,213826,Sahas,Community,31,India
3233,213070,Sathyabama University,University,32,India
3233,8827016,Saveetha College of Allied Health Sciences,University,16,India
3233,8826855,Saveetha College of Nursing,University,59,India
3233,215126,Saveetha College of Physiotherapy,University,46,India
3233,214761,Saveetha Medical College,University,24,India
3233,8827244,Saveetha School of Law,University,35,India
3233,83600,Shree Chandraprabhu Jain College,University,15,India
3233,90990,Shri Krishnaswamy College For Women,University,27,India
3233,8828224,SIMATS Engineering,University,51,India
3233,8827143,Soka Ikeda College of Arts and Science for Women,University,37,India
3233,8828242,Sree Balaji Dental College and Hospital,University,22,India
3233,8824334,SRIHER,University,598,India
3233,8824953,Sri Kannika Parameswari College of Arts & Science,University,21,India
3233,8827363,Sri Lalithambigai Medical College & Hospital,University,190,India
3233,8828238,SRM IST FSH Ramapuram,University,23,India
3233,8826994,SRM IST FSH Vadapalani,University,9,India
3233,8824839,Stanley Medical College,University,54,India
3233,8827739,St. Peter's Institute of Higher Education and Research,University,22,India
3233,8826335,Tagore College of Arts and Science,University,14,India
3233,43149,Zenith,Community,11,India
3234,43250,A.C. Tech,University,57,India
3234,8827997,Agni College of Technology Chennai,University,22,India
3234,8633,Ambattur,Community,58,India
3234,8827837,AMET University,University,50,India
3234,8795,A.M. Jain College,University,11,India
3234,212849,A.M. Jain College - Shift II,University,56,India
3234,8823302,Anna Adarsh College for Women,University,22,India
3234,47967,Asan Memorial College,University,15,India
3234,8827949,Asan Memorial College of Engineering and Technology,University,63,India
3234,42575,Bhakthavatslam Memorial College for Women,University,8,India
3234,68156,Chennai,Community,34,India
3234,8826045,Chennai Bliss,Community,15,India
3234,8828544,Chennai Bullionaires,Community,27,India
3234,8826169,Chennai Dynamic Entrepreneurs,Community,15,India
3234,218396,Chennai Gems,Community,22,India
3234,8825884,Chennai Genesis,Community,15,India
3234,8826475,Chennai Legends,Community,33,India
3234,8826900,Chennai Premier,Community,15,India
3234,91154,Coastal Legacy,Community,32,India
3234,76069,"College of Engineering, Guindy (CEG)",University,13,India
3234,8824100,D.G. Vaishnav College,University,11,India
3234,82330,Dhanalakshmi College of Engineering,University,36,India
3234,89009,"D.R.B.C.C.C. Hindu College, Pittabiram",University,11,India
3234,8823909,Dream Home,Community,15,India
3234,212297,Drishti,Community,14,India
3234,81291,Dr. Mgr Janaki College for Women,University,20,India
3234,43828,Ethiraj College for Women,University,28,India
3234,217925,GSS Jain College,University,18,India
3234,215819,Jeppiaar Engineering College,University,27,India
3234,8825677,Jeppiaar University,University,18,India
3234,215143,Jerusalem College of Engineering,University,113,India
3234,8826219,Kings Cornerstone International,University,21,India
3234,8827030,Kumararani Meena Muthiah College of Arts and Science Adyar,University,14,India
3234,8824845,Loyola College,University,16,India
3234,215829,Madras,Community,33,India
3234,75856,Madras Central,Community,40,India
3234,8827320,Madras East,Community,36,India
3234,8827839,Madras Gold Coast,Community,32,India
3234,8825641,Madras Knights,Community,11,India
3234,8824029,Madras Millennia,Community,19,India
3234,8827546,Madras Rhythms,Community,20,India
3234,8827474,Madras Steps,Community,16,India
3234,217073,Mahalakshmi College of Arts and Science,University,3,India
3234,8826872,Mohamed Sathak College of Arts and Science,University,27,India
3234,47185,M.O.P. Vaishnav College for Women,University,15,India
3234,8827554,Nanganallur Elite,Community,12,India
3234,8703,New College,University,16,India
3234,8823322,Panimalar Medical College,University,2,India
3234,8826109,Prince Shri Venkateshwara Arts and Science College,University,41,India
3234,8824498,S.A. College of Arts & Science,University,45,India
3234,8824066,SAGAA,Community,20,India
3234,216757,Saveetha School of Management,University,14,India
3234,215818,SDNB Vaishnav College,University,40,India
3234,218488,S.I.V.E.T. College,University,13,India
3234,89353,Spectrum,Community,18,India
3234,8827737,Sree Muthukumaraswamy College,University,30,India
3234,218487,Sri Venkateswara College of Engineering,University,7,India
3234,47223,S.R.M. Easwari Engineering College,University,21,India
3234,217500,SRMKTR,University,38,India
3234,72847,S.S. Jain College for Women,University,16,India
3234,8826472,St. Anne’s Arts and Science College,University,35,India
3234,91054,Stella Maris Chennai,University,22,India
3234,8826220,Tagore Dental College and Hospital,University,30,India
3234,8825732,Tamil Nadu Dr. Ambedkar Law University,University,12,India
3234,8827456,TJS College of Arts and Science,University,19,India
3234,217044,"VELS Institute of Science, Technology & Advanced Studies",University,31,India
3234,8827549,Vepery,Community,14,India
3234,217926,Vinayaka Missions Research Foundations Chennai,University,7,India
3234,46323,Vishwahita,Community,27,India
3234,217223,VIT (Chennai Campus),University,104,India
3234,42574,Womens Christian College,University,34,India
3234,8826635,YMCA College of Physical Education,University,15,India
3234,8826989,Youth Organ Donation Awareness (YODA),Community,13,India
3240,8827326,Aerocity Durgapur,Community,6,India
3240,8828197,Agartala,Community,18,India
3240,218465,Agartala Central,Community,26,India
3240,8824901,Agartala City,Community,29,India
3240,8828293,Agartala Medics,Community,28,India
3240,8827910,Agartala Nexus,Community,13,India
3240,215698,Agnigarh,Community,6,India
3240,8827686,AK Chanda Law College Silchar,University,24,India
3240,212299,Asansol,Community,14,India
3240,8828396,Aspiring Agartala,Community,20,India
3240,218325,Bolpur-Santiniketan,Community,18,India
3240,218729,Bongaigaon,Community,8,India
3240,8823905,Burdwan,Community,9,India
3240,8827959,Cachar College Silchar,University,20,India
3240,8827942,Cotton University,University,16,India
3240,216607,Dharmanagar,Community,27,India
3240,218554,Dibrugarh,Community,13,India
3240,213179,Digboi Oil Town,Community,5,India
3240,8845,Dimapur,Community,11,India
3240,8826074,"D R College, Golaghat",University,20,India
3240,217624,DSMS College,University,33,India
3240,8825991,Durgapur Central Presidency,Community,10,India
